,Unnamed: 0,Observation ID,Date,Time,Troop,Observers,Location,Latitude,Longitude,Rain Type,Land Use,Temperature,Cloud Cover,Wind,Wilderness,Den Type,Park Habitat,Count,Complete Count?,Group Spread,Number juveniles/ Sub-Adults,# Pups,# Pregnant,Pregnant third,Identifiable Individuals,Number sick,Illness Rank,Description of Signs,Number injured,Description of Injuries,Feces,# Feces,Urine,Anal Gland Secr.,Comments,Mix,Troop Name,Split,Columna1,Columna2,Columna3,AM/PM,Time up,Not seen,Columna4,ObsYear,ObsMonth,cleaner,Tuple
45,605,CCH270214,2014-02-27,8:33,CCH,,Chobe Chilwero,-17.82777,25.13877,,,,,,,,,11.0,,,,,,,,1,,,,,,,,,sleepy and solitary,,,,,,,AM,,,,2014.0,2.0,1.0,"(2.0, 2014.0)"
46,612,CCH290214,2014-02-28,10:20,CCH,,Chobe Chilwero,-17.82661,25.13939,,,,,,,,,13.0,,,,,,,,1,,sick1- emaciated,,,,,,,,,,,,,,AM,,,,2014.0,2.0,1.0,"(2.0, 2014.0)"
57,,,2015-10-30,16:05,CCH,Stephanie and Nisha,Water tanks at CCH,-17.8277323,25.1380786,,,,,,,,,10.0,,,0,,,,None,0,,,0,,no,,no,no,Ran under the water tanks; could not see the radiocollar but strong signal from the troop,,,,,,,,,,,2015.0,10.0,1.0,"(10.0, 2015.0)"
58,,,2015-11-21,11:45,CCH,Stephanie and Lipa,Chobe Chilwero lawns,,,,,,,,,,,13.0,,,4,,,,Radiocollar,1,,5,1,6 - lesions on the face,no,,no,no,Four very small pups,,,,,,,,,,,2015.0,11.0,1.0,"(11.0, 2015.0)"
59,,,2015-12-30,16:40,CCH,CA and Nick,Maintenance (under the green water tanks),-17.8277323,25.1380786,,,,,,,,,2.0,,,-,,,,radiocollar,-,,-,-,-,no,,no,no,,,,,,,,,,,,2015.0,12.0,1.0,"(12.0, 2015.0)"
60,,CCH120116,2016-01-12,17:38,CCH,CA,Chalet 1,17.82628,25.13815,,,,,,,,,7.0,No,,1,,,,Half tail,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,1.0,1.0,"(1.0, 2016.0)"
61,,CCH130116,2016-01-13,17:38,CCH,CA,Chalet 1,17.82628,25.13815,,,,,,,,,7.0,No,,1,,,,Half tail,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,1.0,1.0,"(1.0, 2016.0)"
62,,CCH150116,2016-01-15,18:00,CCH,CA,Chalet 1,17.82628,25.13815,,,,,,,,,12.0,No,,-,,,,-,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,1.0,1.0,"(1.0, 2016.0)"
63,,CCH180116,2016-01-18,15:20,CCH,CA,Chalet 1,17.82628,25.13815,,,,,,,,,8.0,,,4,,2,,-,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,1.0,1.0,"(1.0, 2016.0)"
64,,CCH210116,2016-01-21,17:20,CCH,CA,Chalet 1,17.8289,25.13665,,,,,,,,,8.0,,,15,,,,"Half tail, radiocollar",1,3,"3- hunched back, matted fur",-,-,no,,no,no,,,,,,,,,,,,2016.0,1.0,1.0,"(1.0, 2016.0)"
65,,CCH290116,2016-01-29,18:04,CCH,CA,Bush past Chalet 13,-,-,,,,,,,,,1.0,,,1,,,,Abandoned juvenile,-,,-,1- abandoned ,-,no,,no,no,"No signal on troop, but juvenile left in drain beside active den site",,,,,,,,,,,2016.0,1.0,1.0,"(1.0, 2016.0)"
66,,CCH010216,2016-02-01,10:30,CCH,CA,Bush past Chalet 13,-,-,,,,,,,,,1.0,,,1,1,,,Abandoned juvenile,-,,-,1- abandoned ,-,no,,no,no,Troop came back (camera trap) but they've still left pup-- an injury report has been filled out for pup,,,,,,,,,,,2016.0,2.0,1.0,"(2.0, 2016.0)"
67,,CCH170316,2016-03-17,18:00,CCH,CA and Lipa,Foraging on front lawns,17.82765,25.13747,,,,,,,,,19.0,No,,-,,,,-,-,,-,-,-,no,,no,no,Managers say they have been back for about a week-- Radiocollar is not with them,,,,,,,,,,,2016.0,3.0,1.0,"(3.0, 2016.0)"
68,,CCH180316,2016-03-18,5:30,CCH,CA,Attempted capture at den site- stayed in den until 11 and didn’t show interest in traps,17.82765,25.13747,,,,,,,,,2.0,No,,-,,,,-,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,3.0,1.0,"(3.0, 2016.0)"
69,,CCH190316,2016-03-19,7:00,CCH,"CA, Daniel, Kathy",captured two young ones ,17.82765,25.13747,,,,,,,,,2.0,No,,-,,,,-,-,,-,-,-,no,,no,no,Can hear others on other side of the fence ,,,,,,,,,,,2016.0,3.0,1.0,"(3.0, 2016.0)"
70,,CCH150416,2016-04-15,9:23,CCH,CA & Daniel,foraging near first Chalet,17.82656,25.13838,,,,,,,,,38.0,No,,20,,,,-,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,4.0,1.0,"(4.0, 2016.0)"
71,,CCH270416,2016-04-27,16:42,CCH,CA & Daniel,Went from maintenace to front lawns,17.82784,25.13783,,,,,,,,,33.0,,,5,,,,-,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,4.0,1.0,"(4.0, 2016.0)"
72,,CCH040516,2016-05-04,12:00,CCH,CA and Daniel,Near maintenace area,17.80206,25.14918,,,,,,,,,22.0,No,,-,,,,BM34916,-,,-,-,-,no,,no,no,capture BM34916,,,,,,,,,,,2016.0,5.0,1.0,"(5.0, 2016.0)"
73,,CCH160616,2016-06-16,15:50,CCH,CA,Foraging and playing around maintenance-- others inside den along sidewalk,17.80206,25.14918,,,,,,,,,13.0,No,,-,,,,-,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,6.0,1.0,"(6.0, 2016.0)"
74,,CCH200616,2016-06-20,15:10,CCH,CA and Mitch,Foraging on front lawns- ran to maintenance when guests came through,17.80206,25.14918,,,,,,,,,20.0,No,,-,,,,-,1,,"nose swollen and discolored on the nasal planum, testes swollen",-,-,no,,no,no,,,,,,,,,,,,2016.0,6.0,1.0,"(6.0, 2016.0)"
75,,CCH240616,2016-06-24,17:25,CCH,CA,Foraging at maintenance garbage ,-,-,,,,,,,,,20.0,No,,-,,,,Sick1,1,,distorted nasal planum and swollen testes,-,-,no,,no,no,,,,,,,,,,,,2016.0,6.0,1.0,"(6.0, 2016.0)"
76,,CCH070716,2016-07-07,17:00,CCH,CA and Lipa,Spread out between front lawns and maintenance ,17.79494,25.21364,,,,,,,,,19.0,No,,-,,,,Radiocollar,-,,-,-,-,no,,no,no,Didn’t see the sick male,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
77,,CCH220716,2016-07-22,6:00,CCH,CA,Some foraging in bin and other already in den under the water tanks,17.80817,25.153,,,,,,,,,4.0,No,,-,,,,-,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
78,,CCH010816,2016-08-01,17:20,CCH,CA,,17.82737,25.13812,No Rain,Lodge,-,0,-,Buildings,Slash pile,Teak woodland ,13.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,8.0,1.0,"(8.0, 2016.0)"
79,,CCH060916,2016-09-06,11:03,CCH,Mike,,17.79572,25.15422,No Rain,Lodge,-,0,No,Cultivated (lawn),-,-,24.0,No,30,,,,,,,,,,,,,no,no,,,,,,,,,,,,2016.0,9.0,1.0,"(9.0, 2016.0)"
80,,CCH150916,2016-09-15,9:16,CCH,Mike,,17.82737,25.13812,No Rain,Lodge,-,0,No,Buildings,Building,-,24.0,,30,,,,,,,,,,,,,no,no,,,,,,,,,,,,2016.0,9.0,1.0,"(9.0, 2016.0)"
81,,CCH121016,2016-10-12,18:32,CCH,Mike,,17.8263,25.13799,No Rain,Lodge,-,0,No,Cultivated (lawn),-,Capparis tomentosa shrub,24.0,No,30,,,,,,,,,,,,,no,no,,,,,,,,,,,,2016.0,10.0,1.0,"(10.0, 2016.0)"
82,,CCH141016,2016-10-14,17:48,CCH,Mike,,17.8263,25.13799,No Rain,Lodge,-,0,No,Cultivated (lawn),-,-,26.0,No,40,,,,,,,,,,,,,no,no,,,,,,,,,,,,2016.0,10.0,1.0,"(10.0, 2016.0)"
83,,CCH201016,2016-10-20,12:30,CCH,Mike,,17.827898,25.136796,No Rain,Lodge,-,0,No,Cultivated (lawn),-,-,25.0,No,50,,,,,,,,,,,,,no,no,,,,,,,,,,,,2016.0,10.0,1.0,"(10.0, 2016.0)"
84,,CCH191216,2016-12-19,14:30,CCH,"Mike, Kabelo, Lipa",In park near CCH pump by river,17.82645,25.134429,No Rain,National Park,-,90,No,Pristine,-,Capparis tomentosa shrub,6.0,,40,1,,,,,,,,,,,,no,no,Had to abandon following because of buffalo,,,,,,,,,,,2016.0,12.0,1.0,"(12.0, 2016.0)"
85,,CCH200117,2017-01-20,11:46,CCH,"Mike, Kabelo",Around volleyball court,17.82789,25.13895,No Rain,National Park,-,100,No,Pristine,-,-,5.0,,-,1,,,,-,-,-,-,-,-,-,,no,no,"Saw 5 at edge of dense vegetation, signal coming from NP. Did not follow",,,,,,,,,,,2017.0,1.0,1.0,"(1.0, 2017.0)"
86,,CCH260117,2017-01-26,15:48,CCH,Mike,Garage/Trash,17.827612,25.137903,No Rain,Lodge,-,20,No,Buildings,Building,-,3.0,No,-,-,,,,"Can hear many but only 3 poked head out, looked healthy",,-,,,,,,no,no,,,,,,,,,,,,2017.0,1.0,1.0,"(1.0, 2017.0)"
87,,CCH270117,2017-01-27,13:00,CCH,"Mike, Nate",Garage/Trash,17.827612,25.137903,No Rain,Lodge,-,20,No,Heavily degraded,Building,-,17.0,No,-,-,,,,"1 adult male, very thin with swollen nose and swollen testes, collared individual",1,9,"Very swollen face, very emaciated",-,,,,no,no,,,,,,,,,,,,2017.0,1.0,1.0,"(1.0, 2017.0)"
88,,CCH020217,2017-02-02,14:17,CCH,"Mike, Kabelo",wood pile along fence,17.827612,25.137988,No Rain,Lodge,-,50,No,Heavily degraded,Scrap Heap,-,20.0,No,30,-,,,,"1 pregnant, 1 sick",1,6,very thin,-,-,-,,no,no,"Day denning at woodpile, some foraging in trash",,,,,,,,,,,2017.0,2.0,1.0,"(2.0, 2017.0)"
89,,CCH070217,2017-02-07,14:48,CCH,Mike,Trash,17.827612,25.137903,No Rain,Lodge,-,10,No,Buildings,Building,-,20.0,No,20,-,,,,2 sick,2,5,both thin with swollen noses,-,-,-,,no,no,"Hard to observe, a few foraging but most in day den",,,,,,,,,,,2017.0,2.0,1.0,"(2.0, 2017.0)"
90,,CCH170217,2017-02-17,11:00,CCH,"Mike, Kabelo",under pile of wood poles near fence,17.8274,25.13809,No Rain,Lodge,-,90,No,Heavily degraded,Building Material,-,10.0,No,40,4,,,,radio collar,-,-,Did not see any sick individuals,-,-,-,,no,no,Could not find either sick individual,,,,,,,,,,,2017.0,2.0,1.0,"(2.0, 2017.0)"
91,,CCH210217,2017-02-21,13:28,CCH,Mike,At trash,17.8274,25.13809,No Rain,Lodge,-,78,No,Buildings,-,-,20.0,,25,10,,,,Radiocollar,,-,,,,,,,,,,,,,,,,,,,2017.0,2.0,1.0,"(2.0, 2017.0)"
92,,CCH270217,2017-02-27,10:05,CCH,"Mike, Kabelo",Chilwero Lodge,17.82718,25.13829,No Rain,Lodge,-,50,Yes,Heavily degraded,-,-,18.0,,20,3,,,,-,1?,-,Nose swollen?,-,-,-,,-,-,,,,,,,,,,,,2017.0,2.0,1.0,"(2.0, 2017.0)"
93,,CCH130317,2017-03-13,14:45,CCH,"Mike, Lena, Kabelo",Outside of back entance in bush,-17.82782,25.13804,No Rain,Lodge,-,-,No,Slightly degraded,Building,-,17.0,,-,5,,,,148.901 collar,-,-,-,-,-,-,,-,-,-,,,,,,,,,,,2017.0,3.0,1.0,"(3.0, 2017.0)"
94,,CCH130417,2017-04-13,14:02,CCH,"Lena, Kabelo","Chilwero Lodge, between Room 13 and 14",-17.82927,25.13676,No Rain,Lodge,-,,No,Slightly degraded,-,-,35.0,30,7+,BM34916,,,,1,2,"Skinny, standing Hair, injured left side",1,"left back limping, injury ad laterdal left abdomen",-,-,,-,-,"The injured individual seems sick, could not identify ear tag",,,,,,,,,,,2017.0,4.0,1.0,"(4.0, 2017.0)"
95,,CCH050517,2017-05-05,16:07,CCH,"LP, PM, G",Running to the trash house,-17.82771,25.13744,No Rain,Lodge,-,0,No,Cultivated (lawn),-,-,29.0,Yes,15,,,,,,-,-,-,-,-,-,,-,-,"Most of them are sub adults, no pups. BM34916 not seen but signal",,,,,,,,,,,2017.0,5.0,1.0,"(5.0, 2017.0)"
96,,CCH100517,2017-05-10,16:20,CCH,"LP, KB  ",Trash house CCH,-17.82755,25.13807,No Rain,Lodge,-,30,No,Buildings,-,-,27.0,No,15,-,,,,-,2,2,"male with water eyes and swollen lips, sub-adults with standing hair",,,-,,-,-,"No ear tag nor RC, troop loocks unhelathy in general, Freq 148.901 (BM34016) strong signal but not seen",,,,,,,,,,,2017.0,5.0,1.0,"(5.0, 2017.0)"
97,,CCH110517,2017-05-11,15:11,CCH,"LP, KB  ",At trash hpuse CCH,-17.82758,25.13817,No Rain,Lodge,-,0,No,Heavily degraded,-,-,24.0,Yes,-,5+,,,,-,-,-,-,3,"2 sub-adult slim and hair standing; 1 sub-adult with very swollen right heel, 1 adult with Bloody scabs arround nose",,,,,,,,,,,,,,,,2017.0,5.0,1.0,"(5.0, 2017.0)"
98,,CCH080617,2017-06-08,10:05,CCH,"LP, KB",In bush infront of Chobe Chiwlero Lodge,-17.82847,25.13948,No Rain,National Park,,0,Yes,Pristine,,,46.0,Yes,,1+,,,,,,,,1,Sub adult limping left hand,,,,,,,,,,,,,,,,2017.0,6.0,1.0,"(6.0, 2017.0)"
99,,CCH150617,2017-06-15,12:53,CCH,,At staff kitchen of lodge,-1782016,25.1382,No Rain,Lodge,,20,No,Slightly degraded,,,12.0,No,10,,,,,BM34916,1,,Adult with swollen nose and very skinny,,,,,,,,,,,,,,,,,,2017.0,6.0,1.0,"(6.0, 2017.0)"
100,,CCH210617,2017-06-21,9:15,CCH,"LP, KV, ES",at Room #1 in back of CCH,-17.82625,25.13834,No Rain,Lodge,,,No,Buildings,Building,,48.0,No,,,,,,BM34916,1,,"Slim, hair standing a bit, dark in color",1,Adult limping,,,,,"First seen in bush outside Lodge (-17.82699 and 25.13961), run into lodge. It seems that there could be a day den at the water heater of room #1.",,,,,,,,,,,2017.0,6.0,1.0,"(6.0, 2017.0)"
101,,CCH130717,2017-07-13,12:43,CCH,"LP, KVW, AB",Trash house CCH,-17.8277,25.13804,No Rain,Lodge,,,No,Buildings,,,20.0,No,50,3,,,,"BM34916, BM36615",2,,"SA with swollen left lump at neck, SA skinny with swollen right leg",3,"SA with aparent injury on hip, juvenile limping front left, adult female limping left front",,,,,,,,,,,,,,,,2017.0,7.0,1.0,"(7.0, 2017.0)"
102,,CCH300717,2017-07-30,9:38,CCH,"LP, KV",In bush,-17.82842,25.13982,No Rain,National Park,13,100,No,Slightly degraded,,Gallery Forest,1.0,No,,1+,,,,,1,2,Skinny and hair standing,,,,,,,Strong signal from BM34916 East from GPS point. A lot of elephants in the area,,,,,,,,,,,2017.0,7.0,1.0,"(7.0, 2017.0)"
103,,CCH060817,2017-08-06,9:35,CCH,"LP, KV",Between diningroom and Betrooms of CCH,-17.82744,25.13749,No Rain,Lodge,,0,No,Cultivated (lawn),,,54.0,Yes,50,13,,,,BM 33816,2,5,"Adult with lump on neck is skinny and weak, is running behind the troop. Adult with swollen nose was audio recorded",,,,,,,,,,,,,,,,,,2017.0,8.0,1.0,"(8.0, 2017.0)"
104,,CCH070917,2017-09-07,11:25,CCH,LP,Trash house CCH,-17.82757,25.13818,No Rain,Lodge,27,0,Slight ,Buildings,,,32.0,No,,10,,,,BM34916,3,"6,7,6","Male Juvenile very skinny, left hip looks swollen but he walks ok, hair standing, Male Ad swollen face and testicles, Ad very skinny, hair standing, swollen nose looks weak",2,"Adult limping right hand, juv limping left hand",,,,,"Some at thrash house, later joined more comming from inside lodge",,,,,,,,,,,2017.0,9.0,1.0,"(9.0, 2017.0)"
105,,CCH140917,2017-09-14,8:24,CCH,LP,Outside main gate CCH,-17.82753,25.13.915,No Rain,National Park,25,0,No,Slightly degraded,,Shrubland thicket,24.0,No,,9,,,,BM34916 ,4,,"SA with alopecia on tail, Very skinny Juv with hunched back, A. limping and swollen face, Juv with swollen face",,,,,,,,,,,,,,,,,,2017.0,9.0,1.0,"(9.0, 2017.0)"
106,,CCH280917,2017-09-28,13:49,CCH,"LP, PK",Trash house CCH,-17.82762,25.13812,No Rain,Lodge,27,30,Slight ,Buildings,,,22.0,No,,2,,,,BM34916,6,,"2 Ad. dark slightly swollen face, 1 Juv lying funny onthe ground, looks skinny, 1 Ad withh swollen nose and slightly swollen testicles very food agressive, 1 Ad with lesions onnose, 1 SA slightly swollen nose",,,,,,,,,,,,,,,,,,2017.0,9.0,1.0,"(9.0, 2017.0)"
107,,CCH131017,2017-10-13,10:30,CCH,"LP, PK",Around laundry rooms,-17.828113,25.136941,No Rain,Lodge,28,0,Very,Buildings,,,26.0,Yes,,5,,,,BM34916,2,"5, 3","Ad skinny withopen wound on nose, Juvenile, brownisch fur and swollen face vomiting",5,"Juv with last 1/3 of tail broken, Juv limping back left leg, Juv with fresh injuries on left site of thorax, looks as if somthinn bit it. Two other adults limpig",Yes,10.0,,,,,,,,,,,,,,2017.0,10.0,1.0,"(10.0, 2017.0)"
108,,CCH201117,2017-11-20,10:30,CCH,LP,Coming out of den under green water tanks at CCH,-17.82781,25.13809,No Rain,Lodge,28,5,Very,Buildings,Under Green watertank,,14.0,No,,7,,,,BM34916,2,"2,4  ","Juv standing hair, female juv pig nose, swollen face",,,,,,,"4 pregnant, in second thirg of gestation.",,,,,,,,,,,2017.0,11.0,1.0,"(11.0, 2017.0)"
109,,CCH291117,2017-11-29,15:09,CCH,LP,Left corner service parking CCH (outside lodge),-17.82885,25.13878,No Rain,National Park,,,,Slightly degraded,,Gallery Forest,24.0,No,50m2,6,,1,1,BM34916,6,7,"2 Juv pig nose and skinny, 1 Juv swollen nose, ad swollen testicles, ad female dark swollen face (pregangt), juv skinny dark wet fur, Ad very sim and dark fur",,,Yes,14.0,,,All individuals seen slim. ,,,,,,,,,,,2017.0,11.0,1.0,"(11.0, 2017.0)"
142,ok,CGL110412,2012-04-11,,CGL,ROB,Game Lodge service area,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,AM,,,,2012.0,4.0,1.0,"(4.0, 2012.0)"
143,ok,CGL040512,2012-05-04,,CGL,Rob,Game Lodge service area,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,5.0,1.0,"(5.0, 2012.0)"
144,ok,CGL130612,2012-06-13,7:50,CGL,ROB,Lodge service area,,,,,,,,,,,37.0,,,,,,,,,2,"One adult dull yellow colour and looking lethargic, 1 adult sneezing",,,,,,,,,,,,,,AM,,,,2012.0,6.0,1.0,"(6.0, 2012.0)"
145,ok,CGL110712,2012-07-11,,CGL,ROB,Park road opposite lodge,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,"Staff say one individual is very sick, couldn’t see sick one!",,,,,,,AM,,,,2012.0,7.0,1.0,"(7.0, 2012.0)"
146,ok,CGL260712,2012-07-26,,CGL,Rob,Lodge service area,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,AM,,,,2012.0,7.0,1.0,"(7.0, 2012.0)"
147,,CGL230812,2012-08-23,,CGL,ROB/CLAIRE,Lodge service area,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,AM,,,,2012.0,8.0,1.0,"(8.0, 2012.0)"
148,,CGL060912,2012-09-06,,CGL,Rob,Lodge lawn,,,,,,,,,,,24.0,No,,,,,,,,,,,,,,,,Difficult to count as moving around lodge,,,,,,,AM,,,,2012.0,9.0,1.0,"(9.0, 2012.0)"
149,,CGL140912,2012-09-14,7:30,CGL,Rob,Lodge service area,,,,,,,,,,,20.0,No,,,,,,,,,,,,,,,,Difficult to count as running everywhere! Disturbed by arrival of big truck of workers!,,,,,,,AM,,,,2012.0,9.0,1.0,"(9.0, 2012.0)"
150,,CGL191012,2012-10-19,,CGL,Rob,Outside Game Lodge,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,AM,,,,2012.0,10.0,1.0,"(10.0, 2012.0)"
151,,,2012-11-06,,CGL,Rob,NOT FOUND,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Group not found,,,,,,,AM,,,,2012.0,11.0,1.0,"(11.0, 2012.0)"
152,,CGL101112,2012-11-19,,CGL,Rob,Outside Game Lodge,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,AM,,,,2012.0,11.0,1.0,"(11.0, 2012.0)"
153,,CGL281112,2012-11-28,,CGL,Rob,Outside Game Lodge,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,AM,,,,2012.0,11.0,1.0,"(11.0, 2012.0)"
161,,CGL050913,2013-09-05,14:54,CGL,,chobe game lodge,-17.84224,25.07551,,,,,,,,,20.0,,,,,,,,,,,,,,,,,moving from kitchen to staff houses,,,,,,,,,,,2013.0,9.0,1.0,"(9.0, 2013.0)"
162,,CGL090913,2013-09-09,14:54,CGL,,,-17.84224,25.07551,,,,,,,,,20.0,,,,,,,,,,,,,,,,,moving from kitchen to staff housing ,,,,,,,PM,,,,2013.0,9.0,1.0,"(9.0, 2013.0)"
